AccountID,TransactionAmount,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionDay,Location_Encoded,Channel_Encoded,Merchant_Encoded,TransactionAmount_Scaled,TransactionDay_Scaled,Cluster_KMeans,Cluster_Agglo,Cluster_KMeans_Opt
AC00202,649.28,San Jose,D000448,73.108.76.238,M074,ATM,75,Retired,137,1,4875.86,2024-11-04 08:11:15,61.000000000000014,38,0,73,1.5003526280547952,-1.1531968717462657,2,0,1
AC00478,795.31,Mesa,D000077,49.29.37.185,M048,ATM,66,Doctor,90,2,7914.88,2024-11-04 08:11:17,285.0,23,0,47,2.0873575420549177,0.9550100786601354,1,2,0
AC00405,335.63,Oklahoma City,D000038,49.20.211.229,M040,Online,55,Retired,216,1,1019.39,2024-11-04 08:07:32,24.0,28,2,39,0.23955627609876984,-1.5014274840901802,1,2,0
AC00421,328.47,San Antonio,D000557,6.234.101.35,M014,ATM,63,Retired,119,1,4323.66,2024-11-04 08:07:31,212.0,35,0,13,0.2107748258197802,0.2679604921437636,0,1,0
AC00480,34.02000000000001,Philadelphia,D000627,109.105.179.186,M046,Online,38,Doctor,19,1,14214.48,2024-11-04 08:11:45,9.0,30,2,45,-0.9728422181255465,-1.6426020566620376,1,2,0
AC00120,241.42,Charlotte,D000198,60.89.202.192,M044,Online,57,Doctor,116,1,13357.02,2024-11-04 08:09:03,110.0,5,2,43,-0.1391449013849769,-0.6920266013448656,1,2,0
AC00117,55.31999999999999,Tucson,D000197,173.135.78.201,M009,ATM,19,Student,117,1,241.79,2024-11-04 08:08:03,102.0,40,0,8,-0.8872214233011775,-0.7673197067165227,0,1,0
AC00011,304.31,Louisville,D000685,77.208.193.198,M005,Branch,27,Student,33,1,868.61,2024-11-04 08:09:53,207.0,21,1,4,0.11365752990631739,0.22090230128647784,0,1,0
AC00401,435.27,Chicago,D000297,197.162.55.147,M051,Branch,74,Retired,90,1,4673.28,2024-11-04 08:11:12,277.0,6,1,50,0.6400847266292923,0.8797169732884782,1,2,1
AC00282,164.49,Baltimore,D000103,113.115.81.178,M070,Branch,26,Student,75,1,1509.27,2024-11-04 08:10:33,347.0,3,1,69,-0.44838470165909455,1.5385316452904787,2,0,1
AC00439,510.24,Oklahoma City,D000397,186.135.2.148,M090,Online,19,Student,105,1,781.7,2024-11-04 08:11:35,282.0,28,2,89,0.941445805877318,0.926775164145764,2,0,1
AC00296,626.9,Denver,D000284,93.146.251.20,M023,Online,26,Student,138,1,265.51,2024-11-04 08:07:24,331.0,10,2,22,1.4103904971548242,1.3879454345471642,0,1,0
AC00471,22.00999999999999,Sacramento,D000304,124.6.134.78,M055,Online,41,Engineer,175,1,1335.09,2024-11-04 08:06:31,86.0,34,2,54,-1.0211194831884889,-0.9179059174598371,1,2,1
AC00159,425.34,Kansas City,D000661,139.23.212.102,M040,Online,69,Retired,121,1,3907.54,2024-11-04 08:07:07,44.0,18,2,39,0.600168553267509,-1.3131947206610373,1,2,0
AC00482,424.56,Omaha,D000598,179.43.245.131,M015,Online,51,Engineer,264,1,5183.85,2024-11-04 08:09:02,52.0,29,2,14,0.5970331438795744,-1.2379016152893803,0,1,0
AC00115,85.43,Virginia Beach,D000235,194.174.252.1,M078,Branch,67,Doctor,145,1,14904.9,2024-11-04 08:06:45,158.0,41,1,77,-0.7661865814156492,-0.24026796911492243,2,0,1
AC00055,169.5,San Diego,D000442,42.219.228.159,M036,Branch,28,Student,142,1,918.88,2024-11-04 08:08:58,250.0,36,1,35,-0.4282457259750529,0.6256027426591352,1,1,0
AC00419,104.63,Omaha,D000642,186.135.2.148,M095,ATM,62,Retired,90,1,4477.78,2024-11-04 08:10:42,88.0,29,0,94,-0.6890072734049505,-0.8990826411169228,2,0,1
AC00374,316.95,Mesa,D000013,81.102.230.41,M052,Branch,25,Student,83,1,1324.03,2024-11-04 08:09:15,216.0,23,1,51,0.16446724101336074,0.30560704482959217,1,2,1
AC00271,60.53999999999999,Columbus,D000462,1.198.76.182,M095,Branch,57,Retired,52,1,3534.93,2024-11-04 08:09:57,348.0,8,1,94,-0.8662382989357688,1.5479432834619358,2,0,1
AC00456,292.56,Dallas,D000311,198.73.211.114,M075,Branch,68,Retired,61,1,4638.37,2024-11-04 08:07:49,62.0,9,1,74,0.06642540130601993,-1.1437852335748087,2,0,1
AC00143,386.52,Indianapolis,D000145,186.54.68.246,M064,Branch,48,Engineer,28,1,5630.61,2024-11-04 08:07:09,160.0,16,1,63,0.4441216398833772,-0.22144469277200812,1,2,1
AC00427,112.07,Kansas City,D000089,198.166.198.233,M064,Branch,23,Student,51,1,930.3,2024-11-04 08:11:37,275.0,18,1,63,-0.6591002915508046,0.860893696945564,1,2,1
AC00438,568.52,Indianapolis,D000233,27.143.109.203,M094,ATM,46,Engineer,152,1,5499.91,2024-11-04 08:06:25,279.0,16,0,93,1.1757171637347932,0.8985402496313926,2,0,1
AC00002,263.99,Dallas,D000285,7.146.35.122,M087,Branch,79,Retired,227,2,4175.02,2024-11-04 08:11:03,136.0,9,1,86,-0.048419016916150116,-0.4473240088869797,2,0,1
AC00425,349.64,Las Vegas,D000516,9.230.41.239,M097,Online,48,Engineer,226,1,6651.62,2024-11-04 08:08:09,311.0,19,2,96,0.2958730524128266,1.1997126711180213,2,0,1
AC00325,601.4,Philadelphia,D000548,125.225.212.244,M001,Branch,56,Engineer,104,1,8458.29,2024-11-04 08:08:01,150.0,30,1,0,1.3078867287031148,-0.3155610744865796,0,1,0
AC00434,5.769999999999982,Charlotte,D000461,155.164.18.235,M071,Online,50,Doctor,124,1,13988.12,2024-11-04 08:11:32,306.0,5,2,70,-1.0864003145475383,1.1526544802607355,2,0,1
AC00242,201.33,Nashville,D000098,145.246.171.225,M003,Branch,42,Engineer,186,1,2585.07,2024-11-04 08:11:41,88.0,26,1,2,-0.30029690441356616,-0.8990826411169228,0,1,0
AC00319,298.42,Indianapolis,D000435,92.214.76.157,M005,Branch,56,Retired,225,1,3014.75,2024-11-04 08:10:12,115.0,16,1,4,0.08998116927178536,-0.6449684104875798,0,1,0
AC00460,521.06,Albuquerque,D000305,131.41.45.13,M063,Branch,25,Student,128,1,1951.42,2024-11-04 08:12:10,108.0,0,1,62,0.984939561745847,-0.7108498776877799,1,0,1
AC00461,117.28,Austin,D000128,46.150.175.171,M057,Online,60,Engineer,16,1,3665.77,2024-11-04 08:07:11,40.0,2,2,56,-0.6381573647416514,-1.350841273346866,1,0,1
AC00395,189.12,Indianapolis,D000684,125.89.163.224,M040,Branch,32,Engineer,103,1,977.01,2024-11-04 08:08:42,317.0,16,1,39,-0.34937812060162,1.2561825001467641,1,2,0
AC00217,133.55,Atlanta,D000201,40.226.196.34,M091,ATM,44,Engineer,220,1,3846.28,2024-11-04 08:10:18,199.0,1,0,90,-0.5727559407138353,0.14560919591482066,2,0,1
AC00053,143.21,Dallas,D000410,65.164.3.100,M066,Online,35,Engineer,135,1,6374.82,2024-11-04 08:09:26,13.0,9,2,65,-0.5339251013709524,-1.604955503976209,1,0,1
AC00282,24.77000000000001,Boston,D000180,9.230.41.239,M070,ATM,62,Retired,55,1,5866.01,2024-11-04 08:12:15,185.0,4,0,69,-1.0100249576619509,0.013846261514420576,2,0,1
AC00110,233.92,Jacksonville,D000295,152.140.239.181,M046,Online,26,Student,280,1,6537.62,2024-11-04 08:08:45,293.0,17,2,45,-0.16929306857665613,1.0303031840317927,1,2,0
AC00239,232.12,Omaha,D000073,156.173.170.140,M066,ATM,37,Engineer,51,1,6689.87,2024-11-04 08:09:17,362.0,29,0,65,-0.1765286287026591,1.6797062178623359,1,2,1
AC00007,162.63,Kansas City,D000070,60.153.124.80,M060,Online,22,Student,113,1,634.17,2024-11-04 08:08:22,163.0,18,2,59,-0.45586144712263105,-0.1932097782576367,1,2,1
AC00022,91.53,Milwaukee,D000363,94.37.250.128,M095,Branch,44,Doctor,69,1,14676.05,2024-11-04 08:11:36,71.99999999999999,25,1,94,-0.7416660720997501,-1.0496688518602373,2,0,1
AC00464,120.29000000000002,Miami,D000561,162.198.218.92,M045,Branch,19,Student,77,1,1362.39,2024-11-04 08:06:50,352.0,24,1,44,-0.6260579003087241,1.5855898361477643,1,2,0
AC00014,174.25,Seattle,D000375,130.92.201.49,M032,Online,50,Doctor,67,1,10528.34,2024-11-04 08:10:29,198.0,39,2,31,-0.40915188675365605,0.1361975577433635,0,1,0
AC00406,183.71,Denver,D000488,86.103.2.29,M074,ATM,38,Engineer,102,1,552.52,2024-11-04 08:09:51,170.0,10,0,73,-0.3711249985358846,-0.12732831105743664,2,0,1
AC00445,345.39,Phoenix,D000097,131.41.45.13,M081,Online,58,Engineer,80,1,6451.96,2024-11-04 08:08:16,296.0,31,2,80,0.27878909100420834,1.058538098546164,2,0,1
AC00236,922.55,Detroit,D000206,21.97.154.92,M004,ATM,63,Retired,87,1,4715.84,2024-11-04 08:11:07,23.0,11,0,3,2.5988312478508195,-1.5108391222616375,0,1,0
AC00220,259.91,Denver,D000616,36.13.239.172,M028,Online,49,Doctor,170,1,7176.86,2024-11-04 08:09:38,310.0,10,2,27,-0.06481961986842355,1.1903010329465642,0,1,0
AC00140,154.71,San Diego,D000494,167.104.180.235,M030,Online,34,Doctor,157,1,1523.72,2024-11-04 08:09:42,184.0,36,2,29,-0.4876979116770443,0.004434623342963428,0,1,0
AC00303,24.559999999999974,Mesa,D000428,16.131.3.140,M033,Branch,64,Doctor,69,1,9869.93,2024-11-04 08:12:05,293.0,23,1,32,-1.010869106343318,1.0303031840317927,0,2,0
AC00373,568.07,Washington,D000018,8.243.4.138,M054,ATM,48,Doctor,115,1,10556.81,2024-11-04 08:07:32,240.0,42,0,53,1.1739082737032926,0.5314863609445637,1,2,1
AC00438,9.610000000000014,San Diego,D000453,132.127.5.187,M043,Online,58,Doctor,179,1,12883.91,2024-11-04 08:09:10,173.0,36,2,42,-1.0709644529453983,-0.0990933965430652,1,2,0
AC00437,392.96,Kansas City,D000141,186.54.68.246,M022,Online,24,Student,100,1,791.65,2024-11-04 08:08:38,324.0,18,2,21,0.4700088661119658,1.3220639673469643,0,1,0
AC00106,716.93,Milwaukee,D000322,101.223.82.253,M052,Online,60,Retired,34,1,4064.02,2024-11-04 08:08:12,257.0,25,2,51,1.7722890961237416,0.6914842098593352,1,2,1
AC00310,223.85,Kansas City,D000481,133.223.159.151,M009,ATM,53,Engineer,55,4,2929.91,2024-11-04 08:08:01,275.0,18,0,8,-0.20977200772601742,0.860893696945564,0,1,0
AC00149,230.66,Houston,D000526,60.43.160.195,M049,Branch,21,Student,135,1,618.05,2024-11-04 08:10:44,86.0,15,1,48,-0.18239747191597266,-0.9179059174598371,1,2,0
AC00373,442.12,Los Angeles,D000645,168.36.49.167,M047,Online,19,Student,260,1,1375.8,2024-11-04 08:08:21,355.0,20,2,46,0.6676200526643593,1.6138247506621357,1,2,0
AC00425,644.17,San Antonio,D000178,165.38.56.205,M093,ATM,29,Engineer,72,1,1143.52,2024-11-04 08:08:04,61.000000000000014,35,0,92,1.4798116768081977,-1.1531968717462657,2,0,1
AC00010,508.68,Mesa,D000622,193.108.17.115,M048,Branch,51,Engineer,127,1,7708.41,2024-11-04 08:09:32,177.0,23,1,47,0.9351749871014486,-0.06144684385723661,1,2,0
AC00348,858.6299999999999,San Francisco,D000019,175.230.206.232,M002,Branch,27,Student,185,1,1872.96,2024-11-04 08:10:47,108.0,37,1,1,2.3418884682652013,-0.7108498776877799,0,1,0
AC00011,25.360000000000042,Louisville,D000192,62.152.134.92,M007,ATM,57,Engineer,78,1,201.04,2024-11-04 08:11:05,198.0,21,0,6,-1.007653301842872,0.1361975577433635,0,1,0
AC00453,147.62,Charlotte,D000093,149.84.108.18,M028,Branch,71,Retired,133,1,2115.8,2024-11-04 08:07:22,244.0,5,1,27,-0.5161979790622451,0.5691329136303923,0,1,0
AC00178,115.01999999999998,San Antonio,D000528,134.222.122.238,M004,Branch,37,Doctor,175,1,7643.66,2024-11-04 08:08:38,254.0,35,1,3,-0.6472420124554109,0.6632492953449638,0,1,0
AC00265,383.37,Fort Worth,D000321,18.72.115.111,M066,Branch,30,Engineer,24,1,8901.93,2024-11-04 08:11:07,24.0,13,1,65,0.43145940966287205,-1.5014274840901802,1,2,1
AC00018,98.54000000000002,El Paso,D000528,34.125.226.63,M095,Online,20,Student,167,1,9383.43,2024-11-04 08:10:02,223.0,12,2,94,-0.7134875851645939,0.3714885120297922,2,0,1
AC00075,83.24000000000001,Fort Worth,D000607,21.28.32.1,M009,Branch,55,Doctor,164,1,1181.31,2024-11-04 08:10:52,289.0,13,1,8,-0.7749898462356195,0.992656631345964,0,1,0
AC00464,196.16,Virginia Beach,D000164,204.34.243.93,M099,Branch,27,Engineer,146,1,9418.86,2024-11-04 08:08:32,55.0,41,1,98,-0.32107904099769713,-1.2096667007750088,2,0,1
AC00170,129.94,Las Vegas,D000647,111.226.226.202,M045,ATM,32,Engineer,235,1,7954.92,2024-11-04 08:06:35,2.0,19,0,44,-0.5872672585220969,-1.7084835238622376,1,2,0
AC00235,306.9,Colorado Springs,D000078,96.115.67.230,M047,Online,46,Engineer,51,1,9418.08,2024-11-04 08:10:48,334.0,7,2,46,0.12406869697651052,1.4161803490615357,1,2,0
AC00013,114.98000000000002,Seattle,D000182,115.218.48.83,M032,Online,59,Retired,80,1,6144.68,2024-11-04 08:09:24,305.0,39,2,31,-0.647402802680433,1.1432428420892784,0,1,0
AC00397,756.59,Sacramento,D000028,174.61.77.54,M012,Branch,27,Student,17,1,420.65,2024-11-04 08:11:40,65.0,34,1,11,1.9317126042333417,-1.1155503190604372,0,1,0
AC00423,503.76,Los Angeles,D000518,216.151.64.40,M083,Online,22,Student,35,1,447.82,2024-11-04 08:09:22,331.0,20,2,82,0.915397789423707,1.3879454345471642,2,0,1
AC00154,143.03,San Antonio,D000469,197.162.55.147,M055,ATM,63,Retired,147,1,7981.45,2024-11-04 08:10:42,212.0,35,0,54,-0.5346486573835527,0.2679604921437636,1,2,1
AC00068,1045.22,Columbus,D000400,77.7.223.184,M077,ATM,53,Retired,73,1,1829.9,2024-11-04 08:07:35,326.0,8,0,76,3.0919346704379254,1.3408872436898784,2,0,1
AC00318,245.54,New York,D000536,44.197.126.59,M089,ATM,25,Student,180,1,985.06,2024-11-04 08:10:26,80.0,27,0,88,-0.12258350820768109,-0.97437574648858,2,0,1
AC00396,254.37,Dallas,D000477,143.212.47.226,M012,Online,51,Engineer,174,1,8849.26,2024-11-04 08:06:56,110.0,9,2,11,-0.08708906603401069,-0.6920266013448656,0,1,0
AC00121,213.76,Dallas,D000574,51.250.122.123,M009,ATM,78,Retired,282,1,3528.72,2024-11-04 08:09:36,60.0,9,0,8,-0.25033134198788987,-1.162608509917723,0,1,0
AC00336,327.86,Fresno,D000655,188.124.181.12,M051,Online,40,Engineer,104,1,480.16,2024-11-04 08:06:30,41.0,14,2,50,0.20832277488819023,-1.3414296351754087,1,2,1
AC00468,2.5,San Diego,D000673,44.73.3.217,M042,Online,47,Doctor,107,1,12145.27,2024-11-04 08:09:53,202.0,36,2,41,-1.0995449154431105,0.1738441104291921,1,2,0
AC00282,300.08,Austin,D000266,85.240.254.83,M040,Online,68,Doctor,47,1,13546.75,2024-11-04 08:12:18,282.0,2,2,39,0.09665396361021024,0.926775164145764,1,2,0
AC00498,56.97999999999999,Oklahoma City,D000256,101.90.40.193,M086,ATM,43,Engineer,122,2,5688.37,2024-11-04 08:07:42,1.0,28,0,85,-0.8805486289627525,-1.7178951620336946,2,0,1
AC00085,407.65,Boston,D000544,98.255.160.110,M041,Online,26,Engineer,62,1,8346.64,2024-11-04 08:06:30,188.0,4,2,40,0.5290590762514015,0.04208117602879202,1,2,0
AC00092,115.82999999999998,Fresno,D000663,124.6.134.78,M086,Branch,39,Engineer,167,1,6481.04,2024-11-04 08:10:02,142.0,14,1,85,-0.6439860103987095,-0.3908541798582368,2,0,1
AC00295,53.56999999999999,Houston,D000489,45.64.74.86,M025,ATM,69,Retired,121,1,1651.33,2024-11-04 08:08:43,228.0,15,0,24,-0.8942559956459026,0.41854670288707796,0,1,0
AC00358,63.34,Detroit,D000434,69.82.61.135,M028,Online,46,Doctor,165,1,11174.94,2024-11-04 08:10:13,321.0,11,2,27,-0.8549829831842085,1.2938290528325929,0,1,0
AC00311,317.87,Detroit,D000314,79.227.202.117,M076,Online,27,Student,91,1,145.5,2024-11-04 08:11:32,142.0,11,2,75,0.16816541618887346,-0.3908541798582368,2,0,1
AC00066,331.65,Portland,D000037,26.240.219.199,M006,Online,41,Engineer,61,1,4172.57,2024-11-04 08:11:00,237.0,32,2,5,0.22355764870905198,0.5032514464301923,0,1,0
AC00340,5.0400000000000205,Washington,D000021,63.67.150.226,M001,ATM,56,Retired,41,1,5558.36,2024-11-04 08:10:48,331.0,42,0,0,-1.089334736154195,1.3879454345471642,0,1,0
AC00284,214.54,Detroit,D000112,195.226.203.234,M026,Online,70,Doctor,247,1,11151.53,2024-11-04 08:11:56,216.0,11,2,25,-0.24719593259995523,0.30560704482959217,0,1,0
AC00208,598.81,Philadelphia,D000042,92.214.76.157,M081,Branch,57,Doctor,158,1,1415.52,2024-11-04 08:10:13,247.0,30,1,80,1.2974755616329217,0.5973678281447637,2,0,1
AC00176,841.28,Tucson,D000276,101.223.82.253,M083,Online,26,Student,80,1,1103.64,2024-11-04 08:09:58,221.0,40,2,82,2.2721457081617835,0.3526652356868779,2,0,1
AC00053,38.150000000000006,Mesa,D000687,77.21.150.75,M005,Online,26,Student,108,1,303.68,2024-11-04 08:07:42,250.0,23,2,4,-0.9562406273919951,0.6256027426591352,0,1,0
AC00320,1036.66,San Antonio,D000015,53.218.177.171,M062,Branch,58,Doctor,144,1,5541.57,2024-11-04 08:09:24,192.0,35,1,61,3.0575255622831556,0.07972772871462061,1,2,1
AC00382,124.72,Oklahoma City,D000118,147.234.20.46,M004,Branch,33,Engineer,105,1,6309.8,2024-11-04 08:07:25,184.0,28,1,3,-0.6082503828875057,0.004434623342963428,0,1,0
AC00384,302.45,San Antonio,D000052,203.99.96.114,M059,Branch,78,Retired,40,1,5133.61,2024-11-04 08:11:55,268.0,35,1,58,0.1061807844427809,0.7950122297453639,1,2,1
AC00203,208.04,Louisville,D000339,65.27.212.129,M055,Online,47,Engineer,273,1,9344.98,2024-11-04 08:08:45,324.0,21,2,54,-0.27332434416607726,1.3220639673469643,1,2,1
AC00498,5.769999999999982,Los Angeles,D000236,85.240.254.83,M098,Branch,23,Student,254,1,1117.97,2024-11-04 08:10:53,321.0,20,1,97,-1.0864003145475383,1.2938290528325929,2,0,1
AC00349,381.33,Albuquerque,D000635,62.251.170.72,M034,ATM,56,Doctor,75,1,11835.35,2024-11-04 08:09:32,233.0,0,0,33,0.42325910818673523,0.4656048937443637,0,1,0
AC00177,16.160000000000025,Milwaukee,D000465,161.177.41.214,M065,ATM,50,Doctor,124,1,14401.17,2024-11-04 08:11:59,289.0,25,0,64,-1.0446350535979985,0.992656631345964,1,2,1
AC00284,486.08,Oklahoma City,D000170,138.87.180.254,M060,Online,18,Student,68,1,1748.69,2024-11-04 08:07:03,171.0,28,2,59,0.8443285099638551,-0.1179166728859795,1,2,1
AC00272,336.39,San Antonio,D000426,203.99.96.114,M003,Branch,21,Student,18,1,1000.46,2024-11-04 08:09:57,16.0,35,1,2,0.2426112903741933,-1.5767205894618375,0,1,0
AC00405,997.4299999999998,Seattle,D000661,100.4.40.132,M067,Online,69,Doctor,118,1,6810.05,2024-11-04 08:08:25,326.0,39,2,66,2.8998305490925445,1.3408872436898784,1,0,1
AC00385,234.57,Chicago,D000553,45.182.28.148,M045,Online,23,Student,120,1,263.98,2024-11-04 08:08:47,244.0,6,2,44,-0.1666802274200439,0.5691329136303923,1,2,0
AC00403,6.0,Chicago,D000556,18.72.115.111,M090,Online,30,Doctor,246,1,5442.76,2024-11-04 08:09:43,296.0,6,2,89,-1.0854757707536602,1.058538098546164,2,0,1
AC00114,1049.92,Detroit,D000522,121.67.144.20,M052,ATM,80,Retired,21,1,2037.85,2024-11-04 08:10:34,296.0,11,0,51,3.110827521878045,1.058538098546164,1,2,1
